SKU_NAME,unitem2,keyword,color,day_avg,sum_revenue,discount_avg,tag_price,tagprice_level,dc_rate_level,sum_revenue_level,avg_revenue,avg_revenue_level,material,rate_salezero,sum_salescount,avg_salescount,highavg_salescount,steady,spot,popitem,SKU_CODE,BRAND_NAME
라운드넥목걸이원피스(J164MSE045),라운드넥목걸이원피스,기타  ,네이비 핑크             ,268,5913000,6.671007463,219000,tagprice50_75,dc_rate0_25,sum_revenue25_50,22063.43284,avg_revenue25_50,폴리에스터 면  레이온  나일론  폴리에스터  폴리에스터  폴리우레탄  폴리에스테르  면  레이온  나일론  폴리에스테르      ,99.62686567,27,0.100746269,1,기타,기타,기타,J164MSE045,MOJO.S.PHINE
J164MSE045라운드 넥 목걸이원피스,라운드넥목걸이원피스,기타  ,네이비 핑크             ,254,10293000,10.72984252,219000,tagprice50_75,dc_rate25_50,sum_revenue50_75,40523.62205,avg_revenue25_50,폴리에스터 면  레이온  나일론  폴리에스터  폴리에스터  폴리우레탄  폴리에스테르  면  레이온  나일론  폴리에스테르      ,96.8503937,47,0.18503937,8,기타,기타,기타,J164MSE045,MOJO.S.PHINE
절개 포인트 나그랑소매원피스(SWWOPH20040),절개포인트나그랑소매원피스,포인트 나그랑 ,핑크베이지 블랙             ,132,5676000,14.88795455,129000,tagprice25_50,dc_rate50_75,sum_revenue25_50,43000,avg_revenue25_50,0,97.72727273,44,0.333333333,3,기타,기타,기타,SWWOPH20040,SHESMISS
소매리본포인트 튜닉원피스(SSWOPH21110),소매리본포인트튜닉원피스,리본 포인트 ,핑크 핑크 다크네이비 라이트카키           ,14,228000,15.91071429,114000,tagprice0_25,dc_rate50_75,sum_revenue0_25,16285.71429,avg_revenue0_25,폴리우레탄                ,92.85714286,2,0.142857143,1,기타,기타,기타,SSWOPH21110,SHESMISS
소매리본 박시원피스(SSWOPH21110),소매리본박시원피스,리본 오버사이즈 ,핑크 핑크 다크네이비 라이트카키           ,65,410400,20.04307692,102600,tagprice0_25,dc_rate50_75,sum_revenue0_25,6313.846154,avg_revenue0_25,폴리우레탄                ,95.38461538,4,0.061538462,3,기타,기타,기타,SSWOPH21110,SHESMISS
랩 프론트 민소매 원피스 (SSWOPH21120),랩프론트민소매원피스,랩 민소매 ,다크네이비 블루 아이보리 핑크베이지 와인 다크네이비 와인 핑크베이지 다크네이비 블루 아이보리    ,125,61380000,39.76648,99000,tagprice0_25,dc_rate75_100,sum_revenue75_100,491040,avg_revenue75_100,폴리에스터 폴리우레탄                ,54.4,620,4.96,21,steady,spot,인기상품,SSWOPH21120,SHESMISS
오비 리본 폴리 원피스(SSWOPH21120),오비리본폴리원피스,리본  ,다크네이비 블루 아이보리 핑크베이지 와인 다크네이비 와인 핑크베이지 다크네이비 블루 아이보리    ,116,49500000,44.155,99000,tagprice0_25,dc_rate75_100,sum_revenue75_100,426724.1379,avg_revenue75_100,폴리에스터 폴리우레탄                ,59.48275862,500,4.310344828,15,steady,기타,기타,SSWOPH21120,SHESMISS
카라 벨트 데님원피스(SSMOPH20030),카라벨트데님원피스,카라 벨트 데님,블루 블루             ,120,4788000,17.54358333,114000,tagprice0_25,dc_rate50_75,sum_revenue25_50,39900,avg_revenue25_50,폴리에스터 폴리에스터                ,93.33333333,42,0.35,8,기타,기타,기타,SSMOPH20030,SHESMISS
카라벨트 데님원피스(SSMOPH20030),카라벨트데님원피스,카라 벨트 데님,블루 블루             ,127,81282000,28.53188976,114000,tagprice0_25,dc_rate75_100,sum_revenue75_100,640015.748,avg_revenue75_100,폴리에스터 폴리에스터                ,64.56692913,713,5.614173228,23,steady,spot,인기상품,SSMOPH20030,SHESMISS
여성) 슬립형 스웨터 원피스 MSX3OO2004,여성슬립형스웨터원피스,기타  ,BK CH             ,131,1076400,37.2240458,29900,tagprice0_25,dc_rate75_100,sum_revenue0_25,8216.793893,avg_revenue0_25,아크릴                ,97.70992366,36,0.27480916,3,기타,기타,기타,MSX3OO2004,TOP10
클래식 원피스+목걸이 MPAAWO2100-DV,클래식원피스목걸이,클래식  ,다크네이비              ,281,3348000,11.7772242,558000,tagprice75_100,dc_rate25_50,sum_revenue25_50,11914.59075,avg_revenue0_25,폴리에스터                ,99.64412811,6,0.021352313,1,기타,기타,기타,MPAAWO2100-DV,MINIMUM
미니 ▽자수 핫픽스 PQ 원피스 (YF2K2482),미니자수핫픽스원피스,미니  ,WHT 블랙 / 화이트           ,139,1745000,21.0147482,34900,tagprice0_25,dc_rate50_75,sum_revenue0_25,12553.95683,avg_revenue0_25,면 폴리우레탄                ,79.13669065,50,0.35971223,29,steady,기타,인기상품,YF2K2482,GUESS
배색 레오파드 원피스 MQAAWO1040,배색레오파드원피스,기타  ,블랙 그레이 블랙 그레이           ,268,11130000,21.56067164,159000,tagprice25_50,dc_rate50_75,sum_revenue50_75,41529.85075,avg_revenue25_50,면 폴리에스터  폴리우레탄  폴리에스터              ,86.19402985,70,0.26119403,37,steady,spot,인기상품,MQAAWO1040,MINIMUM
펄 배색 클래식 벨티드 원피스 MQAAWO2090,펄배색클래식벨티드원피스,벨트 클래식 ,골드              ,269,4134000,23.22304833,159000,tagprice25_50,dc_rate75_100,sum_revenue25_50,15368.02974,avg_revenue0_25,면 폴리에스터  나일론  폴리에스터  폴리에스터  폴리에스터            ,92.56505576,26,0.096654275,20,기타,기타,기타,MQAAWO2090,MINIMUM
비즈장식 벨티드 원피스 MQAAWO2240,비즈장식벨티드원피스,벨트 장식 ,화이트 블랙 화이트            ,228,0,19.58026316,263600,tagprice75_100,dc_rate50_75,sum_revenue0_25,0,avg_revenue0_25,폴리에스터 폴리에스터  폴리에스터  폴리에스터  레이온  면  나일론           ,100,0,0,0,기타,기타,기타,MQAAWO2240,MINIMUM
클래식 원피스+목걸이 MPAAWO2100-BE,클래식원피스목걸이,클래식  ,베이지              ,280,3342000,11.15685714,557000,tagprice75_100,dc_rate25_50,sum_revenue25_50,11935.71429,avg_revenue0_25,레이온 나일론  폴리우레탄  폴리에스터              ,99.64285714,6,0.021428571,1,기타,기타,기타,MPAAWO2100-BE,MINIMUM
웨스트 배색 벨티드 원피스 MQAAWO2320,웨스트배색벨티드원피스,벨트  ,블랙 블랙 크림            ,255,447200,30.48972549,223600,tagprice50_75,dc_rate75_100,sum_revenue0_25,1753.72549,avg_revenue0_25,폴리에스터 폴리에스터                ,99.21568627,2,0.007843137,2,기타,기타,기타,MQAAWO2320,MINIMUM
로맨틱 내츄럴 벨티드 원피스 MQBAWO3040,로맨틱내츄럴벨티드원피스,벨트  ,라이트핑크 블루 라이트핑크 네이비           ,284,28742400,15.36859155,199600,tagprice50_75,dc_rate50_75,sum_revenue75_100,101205.6338,avg_revenue50_75,폴리에스터 폴리에스터  폴리우레탄               ,88.73239437,144,0.507042254,31,기타,spot,기타,MQBAWO3040,MINIMUM
쉬폰 내츄럴 원피스 MQBOWO3700,쉬폰내츄럴원피스,쉬폰  ,블랙 블랙 아이보리            ,192,1485000,10.390625,99000,tagprice0_25,dc_rate25_50,sum_revenue0_25,7734.375,avg_revenue0_25,폴리에스터 폴리에스터  폴리에스터  폴리에스터  폴리에스터             ,95.3125,15,0.078125,9,기타,기타,기타,MQBOWO3700,MINIMUM
언발 로맨틱 벨티드 원피스 MQBOWO3840,언발로맨틱벨티드원피스,벨트  ,네이비 라이트핑크 네이비            ,284,3366000,11.16197183,99000,tagprice0_25,dc_rate25_50,sum_revenue25_50,11852.11268,avg_revenue0_25,폴리에스터 폴리에스터                ,95.07042254,34,0.11971831,14,기타,기타,기타,MQBOWO3840,MINIMUM
큐빅 장식 시크 원피스 MQBOWO3770,큐빅장식시크원피스,장식  ,아이보리 아이보리 멜란지그레이            ,283,4030000,14.70392226,155000,tagprice25_50,dc_rate50_75,sum_revenue25_50,14240.28269,avg_revenue0_25,폴리에스터 폴리우레탄  폴리에스터  폴리에스터  폴리에스터             ,91.16607774,26,0.091872792,25,기타,기타,기타,MQBOWO3770,MINIMUM
플라워 망사 로맨틱 원피스 MQBOWO3610,플라워망사로맨틱원피스,플라워  ,블랙 블랙 아이보리 옐로우           ,283,0,11.14742049,239000,tagprice50_75,dc_rate25_50,sum_revenue0_25,0,avg_revenue0_25,면 나일론  폴리에스터  폴리에스터  레이온             ,100,0,0,0,기타,기타,기타,MQBOWO3610,MINIMUM
반소매 쉬폰 배색 원피스 MQBGWO3930,반소매쉬폰배색원피스,쉬폰  ,블랙 화이트 블랙            ,284,382000,11.56690141,191000,tagprice50_75,dc_rate25_50,sum_revenue0_25,1345.070423,avg_revenue0_25,폴리에스터 폴리에스터  폴리우레탄  폴리에스터              ,99.29577465,2,0.007042254,2,기타,기타,기타,MQBGWO3930,MINIMUM
비즈 배색 플라워 쉬폰 원피스 MQBAWO3310,비즈배색플라워쉬폰원피스,플라워 쉬폰 ,네이비              ,282,223600,11.16202128,223600,tagprice50_75,dc_rate25_50,sum_revenue0_25,792.9078014,avg_revenue0_25,폴리에스터 폴리에스터  폴리에스터  면  나일론  폴리에스터            ,99.64539007,1,0.003546099,1,기타,기타,기타,MQBAWO3310,MINIMUM
다이아 패턴 베이직 원피스 MQBAWO4010,다이아패턴베이직원피스,기타  ,화이트 블랙 화이트            ,283,4990000,11.13074205,199600,tagprice50_75,dc_rate25_50,sum_revenue25_50,17632.50883,avg_revenue0_25,면 나일론  폴리에스터  폴리에스터  폴리우레탄  폴리에스터            ,91.87279152,25,0.088339223,23,기타,기타,기타,MQBAWO4010,MINIMUM
쉬폰 배색 벨티드 원피스 MQBOWO3660,쉬폰배색벨티드원피스,벨트 쉬폰 ,블랙 아이보리 블랙 아이보리           ,166,716000,10,179000,tagprice25_50,dc_rate0_25,sum_revenue0_25,4313.253012,avg_revenue0_25,폴리에스터 폴리에스터                ,99.39759036,4,0.024096386,1,기타,기타,기타,MQBOWO3660,MINIMUM
플라워 망사 에스닉 원피스 MQBAWO4170,플라워망사에스닉원피스,플라워  ,라일락 핑크 네이비 라일락 핑크          ,284,251600,11.18253521,251600,tagprice50_75,dc_rate25_50,sum_revenue0_25,885.915493,avg_revenue0_25,면 나일론  폴리에스터  폴리에스터  폴리에스터  나일론  레이온  면          ,99.64788732,1,0.003521127,1,기타,기타,기타,MQBAWO4170,MINIMUM
사선 비즈장식 원피스 MQBAWO4320,사선비즈장식원피스,장식  ,다크그레이 라이트그레이 다크그레이 라이트그레이           ,284,423200,11.17257042,211600,tagprice50_75,dc_rate25_50,sum_revenue0_25,1490.140845,avg_revenue0_25,폴리에스터 폴리우레탄  폴리에스터               ,99.64788732,2,0.007042254,1,기타,기타,기타,MQBAWO4320,MINIMUM
로맨틱 스트라이프 벨티드 원피스 MQBAWO4420,로맨틱스트라이프벨티드원피스,스트라이프 벨트 ,핑크 핑크 화이트            ,283,60697000,20.20409894,299000,tagprice75_100,dc_rate50_75,sum_revenue75_100,214477.0318,avg_revenue75_100,면 견  폴리에스터  폴리에스터              ,87.98586572,203,0.717314488,32,기타,spot,기타,MQBAWO4420,MINIMUM
솔리드 짚업 벨티드 원피스 MPCAWO7240,솔리드짚업벨티드원피스,벨트  ,라이트베이지 다크네이비 라이트베이지            ,282,796000,10.72695035,199000,tagprice50_75,dc_rate25_50,sum_revenue0_25,2822.695035,avg_revenue0_25,레이온 면  나일론  폴리우레탄  폴리에스터             ,99.64539007,4,0.014184397,1,기타,기타,기타,MPCAWO7240,MINIMUM
캐주얼 벨티드 원피스 MQBAWO4270,캐주얼벨티드원피스,벨트  ,오렌지 블루 오렌지            ,283,19255600,21.41883392,211600,tagprice50_75,dc_rate50_75,sum_revenue50_75,68040.9894,avg_revenue50_75,폴리에스터 폴리에스터                ,91.87279152,91,0.32155477,23,기타,spot,기타,MQBAWO4270,MINIMUM
플라워 페미닌 원피스 MQBAWO4250,플라워페미닌원피스,플라워 페미닌 ,네이비 라일락 네이비            ,282,1341000,11.27659574,149000,tagprice25_50,dc_rate25_50,sum_revenue0_25,4755.319149,avg_revenue0_25,폴리에스터 폴리에스터  폴리에스터  레이온  면  나일론            ,98.58156028,9,0.031914894,4,기타,기타,기타,MQBAWO4250,MINIMUM
방울 장식 솔리드 원피스 MQBAWO4400,방울장식솔리드원피스,장식  ,레드 블루 레드            ,280,7920000,14.40239286,99000,tagprice0_25,dc_rate25_50,sum_revenue25_50,28285.71429,avg_revenue25_50,폴리에스터 폴리에스터                ,93.57142857,80,0.285714286,18,기타,기타,기타,MQBAWO4400,MINIMUM
가오리핏 솔리드 원피스 MQBAWO4390,가오리핏솔리드원피스,가오리  ,옐로우              ,284,16029000,16.03922535,137000,tagprice25_50,dc_rate50_75,sum_revenue50_75,56440.14085,avg_revenue50_75,폴리에스터 폴리에스터                ,86.97183099,117,0.411971831,37,기타,spot,기타,MQBAWO4390,MINIMUM
비즈 배색 에스닉 원피스 MQBAWO4180,비즈배색에스닉원피스,기타  ,라이트블루              ,284,4481200,12.53052817,263600,tagprice75_100,dc_rate25_50,sum_revenue25_50,15778.87324,avg_revenue0_25,면 레이온  폴리에스터  폴리에스터              ,94.01408451,17,0.059859155,17,기타,기타,기타,MQBAWO4180,MINIMUM
체크 패턴 배색 벨티드 원피스 MQBAWO4450,체크패턴배색벨티드원피스,체크 벨트 ,아이보리              ,264,5713200,11.7182197,211600,tagprice50_75,dc_rate25_50,sum_revenue25_50,21640.90909,avg_revenue25_50,폴리에스터 폴리에스터  면  폴리우레탄  폴리에스터             ,90.15151515,27,0.102272727,26,기타,기타,기타,MQBAWO4450,MINIMUM
플라워 비즈장식 원피스 MQBAWO5010,플라워비즈장식원피스,플라워 장식 ,블랙 블랙 바이올렛            ,284,6948400,11.69077465,239600,tagprice50_75,dc_rate25_50,sum_revenue25_50,24466.19718,avg_revenue25_50,폴리에스터 폴리에스터                ,90.14084507,29,0.102112676,28,기타,기타,기타,MQBAWO5010,MINIMUM
목걸이 배색 벨티드 원피스 MQBAWO5100,목걸이배색벨티드원피스,벨트  ,아이보리              ,282,28354400,18.51393617,211600,tagprice50_75,dc_rate50_75,sum_revenue75_100,100547.5177,avg_revenue50_75,폴리에스터                ,90.07092199,134,0.475177305,28,기타,spot,기타,MQBAWO5100,MINIMUM
플라워 민소매 원피스 MQBAWO4350,플라워민소매원피스,플라워 민소매 ,믹스 믹스미분류             ,283,0,11.18374558,158000,tagprice25_50,dc_rate25_50,sum_revenue0_25,0,avg_revenue0_25,폴리에스터 폴리에스터                ,100,0,0,0,기타,기타,기타,MQBAWO4350,MINIMUM
쉬폰 배색 원피스 MQBAWO6060,쉬폰배색원피스,쉬폰  ,블랙 다크그린 블랙 다크그린           ,284,37524800,15.94225352,199600,tagprice50_75,dc_rate50_75,sum_revenue75_100,132129.5775,avg_revenue50_75,폴리에스터 폴리에스터  폴리에스터               ,87.67605634,188,0.661971831,34,기타,spot,기타,MQBAWO6060,MINIMUM
비즈장식 원피스 MQCAWO8050,비즈장식원피스,장식  ,블랙 블랙 바이올렛            ,282,19008000,24.44223404,264000,tagprice75_100,dc_rate75_100,sum_revenue50_75,67404.25532,avg_revenue50_75,폴리에스터 폴리에스터                ,90.42553191,72,0.255319149,27,기타,spot,기타,MQCAWO8050,MINIMUM
칼라포인트 베스트 원피스 MQBAWV6020,칼라포인트베스트원피스,포인트  ,브라운 브라운 블루            ,280,13464000,15.74535714,99000,tagprice0_25,dc_rate50_75,sum_revenue50_75,48085.71429,avg_revenue25_50,폴리에스터 폴리우레탄  폴리에스터  폴리에스터              ,88.57142857,136,0.485714286,32,기타,spot,기타,MQBAWV6020,MINIMUM
클래식 심플 원피스 MQDGWO9840,클래식심플원피스,심플 클래식 ,라이트핑크L/PK 라이트핑크 멜란지그레이            ,251,42780000,37.91661355,155000,tagprice25_50,dc_rate75_100,sum_revenue75_100,170438.247,avg_revenue75_100,폴리에스터 레이온  폴리우레탄  폴리에스터  폴리에스터             ,86.85258964,276,1.099601594,25,기타,spot,기타,MQDGWO9840,MINIMUM
베이직 목걸이 세트 원피스 MQCAWO8130,베이직목걸이세트원피스,기타  ,라이트핑크 네이비 라이트핑크 네이비           ,283,83291000,48.01674912,559000,tagprice75_100,dc_rate75_100,sum_revenue75_100,294314.4876,avg_revenue75_100,폴리에스터 폴리에스터                ,86.57243816,149,0.526501767,36,기타,spot,기타,MQCAWO8130,MINIMUM
비즈장식 벨티드 원피스 MQCAWO8080,비즈장식벨티드원피스,벨트 장식 ,그레이 다크그린 와인            ,210,15847000,27.52238095,299000,tagprice75_100,dc_rate75_100,sum_revenue50_75,75461.90476,avg_revenue50_75,폴리에스터 폴리에스터  폴리에스터               ,92.85714286,53,0.252380952,15,기타,기타,기타,MQCAWO8080,MINIMUM
버튼 솔리드 벨티드 원피스 MQCAWO7190,버튼솔리드벨티드원피스,벨트 버튼 ,바이올렛 베이지 바이올렛            ,283,5976000,15.4439576,249000,tagprice50_75,dc_rate50_75,sum_revenue25_50,21116.60777,avg_revenue25_50,폴리에스터 폴리에스터                ,95.75971731,24,0.084805654,12,기타,기타,기타,MQCAWO7190,MINIMUM
플라워 배색 목걸이 원피스 MQCAWO7160,플라워배색목걸이원피스,플라워  ,레드 아이보리 레드            ,283,7920000,13.40611307,264000,tagprice75_100,dc_rate25_50,sum_revenue25_50,27985.86572,avg_revenue25_50,폴리에스터 폴리에스터  폴리우레탄               ,93.28621908,30,0.106007067,19,기타,기타,기타,MQCAWO7160,MINIMUM
브이넥 시크 원피스 MQDGWO9910,브이넥시크원피스,기타  ,핑크 멜란지그레이 핑크            ,259,34565000,25.05664093,155000,tagprice25_50,dc_rate75_100,sum_revenue75_100,133455.5985,avg_revenue50_75,폴리에스터 레이온  폴리우레탄  폴리에스터              ,87.25868726,223,0.861003861,29,기타,spot,기타,MQDGWO9910,MINIMUM
플라워 망사 시크 원피스 MQDAWO9220,플라워망사시크원피스,플라워  ,블랙 아이보리 블랙 아이보리           ,248,22885000,11.05298387,199000,tagprice50_75,dc_rate25_50,sum_revenue50_75,92278.22581,avg_revenue50_75,레이온 면  폴리에스터  폴리에스터              ,82.25806452,115,0.463709677,44,steady,spot,인기상품,MQDAWO9220,MINIMUM
클래식 심플 원피스 MQDAWO9030,클래식심플원피스,심플 클래식 ,다크블루 블랙 다크블루            ,249,8955000,11.89485944,199000,tagprice50_75,dc_rate25_50,sum_revenue25_50,35963.85542,avg_revenue25_50,모 폴리우레탄  폴리에스터  폴리에스터              ,83.93574297,45,0.180722892,40,steady,기타,인기상품,MQDAWO9030,MINIMUM
솔리드 목걸이 원피스 MQDAWO9100,솔리드목걸이원피스,기타  ,다크네이비 다크네이비 와인            ,282,18837000,16.3735461,299000,tagprice75_100,dc_rate50_75,sum_revenue50_75,66797.87234,avg_revenue50_75,모 폴리우레탄  폴리에스터               ,91.13475177,63,0.223404255,25,기타,spot,기타,MQDAWO9100,MINIMUM
패턴 실짜임 슬림핏 원피스 MQDGWO9880,패턴실짜임슬림핏원피스,슬림  ,블랙 네이비 블랙 네이비           ,275,55311000,41.52894545,179000,tagprice25_50,dc_rate75_100,sum_revenue75_100,201130.9091,avg_revenue75_100,면 폴리에스터  폴리우레탄  폴리에스터  나일론  폴리에스터            ,82.54545455,309,1.123636364,25,steady,spot,인기상품,MQDGWO9880,MINIMUM
플레어 벨트세트 원피스 MQDAWO0270,플레어벨트세트원피스,플레어 벨트 ,네이비 와인 멜란지그레이 네이비 멜란지그레이 와인         ,274,424840000,61.3159854,559000,tagprice75_100,dc_rate75_100,sum_revenue75_100,1550510.949,avg_revenue75_100,폴리에스터 레이온  폴리우레탄  폴리에스터  폴리에스터             ,74.45255474,760,2.773722628,28,steady,spot,인기상품,MQDAWO0270,MINIMUM
자수장식 포인트 원피스 MQDAWO9250,자수장식포인트원피스,포인트 장식 ,블랙 블랙 다크블루            ,230,26832000,69.51686957,559000,tagprice75_100,dc_rate75_100,sum_revenue75_100,116660.8696,avg_revenue50_75,폴리에스터 레이온  폴리우레탄  폴리에스터  폴리에스터             ,81.73913043,48,0.208695652,42,steady,기타,인기상품,MQDAWO9250,MINIMUM
레이스 물결라인 원피스 MQDAWO9110,레이스물결라인원피스,레이스  ,블랙 핑크 블랙 핑크           ,274,15574000,44.16492701,599000,tagprice75_100,dc_rate75_100,sum_revenue50_75,56839.41606,avg_revenue50_75,폴리에스터 레이온  폴리우레탄  폴리에스터  면             ,91.97080292,26,0.094890511,22,기타,기타,기타,MQDAWO9110,MINIMUM
허리리본장식 미니멀 원피스 MQDAWO9200,허리리본장식미니멀원피스,리본 장식 미니,블랙 카멜 블랙 카멜 바이올렛          ,275,91816000,64.52054545,499000,tagprice75_100,dc_rate75_100,sum_revenue75_100,333876.3636,avg_revenue75_100,폴리에스터                ,85.45454545,184,0.669090909,34,steady,spot,인기상품,MQDAWO9200,MINIMUM
버튼장식 모직원피스 +스카프 MQDAWO0070,버튼장식모직원피스스카프,버튼 장식 ,블랙 블랙             ,275,23065000,70.58341818,659000,tagprice75_100,dc_rate75_100,sum_revenue50_75,83872.72727,avg_revenue50_75,모 폴리에스터  폴리에스터               ,88.72727273,35,0.127272727,31,기타,기타,기타,MQDAWO0070,MINIMUM
레이스배색 페블럼 원피스 MQDAWO2070,레이스배색페블럼원피스,레이스  ,블랙 아이보리 블랙 아이보리           ,274,16318000,26.5910219,199000,tagprice50_75,dc_rate75_100,sum_revenue50_75,59554.74453,avg_revenue50_75,레이온 폴리에스터  폴리우레탄  폴리에스터              ,85.03649635,82,0.299270073,41,steady,spot,인기상품,MQDAWO2070,MINIMUM
비즈 장식 클래식 원피스 MQDAWO1310,비즈장식클래식원피스,클래식 장식 ,아이보리 블랙 아이보리            ,282,9751000,20.97897163,199000,tagprice50_75,dc_rate50_75,sum_revenue50_75,34578.01418,avg_revenue25_50,폴리에스터                ,90.42553191,49,0.173758865,27,기타,기타,기타,MQDAWO1310,MINIMUM
심플 솔리드 벨티드 원피스 MQDAWO1200,심플솔리드벨티드원피스,벨트 심플 ,그레이 그린 그레이 와인           ,284,17114000,23.76852113,199000,tagprice50_75,dc_rate75_100,sum_revenue50_75,60260.56338,avg_revenue50_75,폴리에스터 폴리에스터                ,88.73239437,86,0.302816901,32,기타,spot,기타,MQDAWO1200,MINIMUM
비즈 장식 원피스 MQDAWO0440,비즈장식원피스,장식  ,핑크 블랙 핑크            ,284,55626000,29.30637324,219000,tagprice50_75,dc_rate75_100,sum_revenue75_100,195866.1972,avg_revenue75_100,폴리에스터 레이온  폴리우레탄  폴리에스터              ,80.28169014,254,0.894366197,31,steady,spot,인기상품,MQDAWO0440,MINIMUM
러프장식 벨티드 원피스 MQDAWO0500,러프장식벨티드원피스,벨트 장식 ,블랙 블랙 아이보리            ,284,28032000,18.37880282,219000,tagprice50_75,dc_rate50_75,sum_revenue75_100,98704.22535,avg_revenue50_75,폴리에스터                ,87.32394366,128,0.450704225,36,기타,spot,기타,MQDAWO0500,MINIMUM
탈부착 목걸이 장식 원피스 MQDAWO0260,탈부착목걸이장식원피스,장식  ,다크그린 와인 다크그린 와인           ,282,33069000,29.61159574,219000,tagprice50_75,dc_rate75_100,sum_revenue75_100,117265.9574,avg_revenue50_75,모 폴리에스터  폴리에스터               ,91.4893617,151,0.535460993,21,기타,spot,기타,MQDAWO0260,MINIMUM
허리셔링 정장원피스(SWOPG50030),허리셔링정장원피스,정장  ,핑크베이지 네이비             ,122,59000,23.08786885,59000,tagprice0_25,dc_rate75_100,sum_revenue0_25,483.6065574,avg_revenue0_25,나일론 폴리우레탄  폴리우레탄               ,99.18032787,1,0.008196721,1,기타,기타,기타,16SWOPG50030,SHESMISS
7부소매원피스CN7MOP100,부소매원피스,기타  ,핑크 네이비 핑크 네이비           ,282,4901400,5.903829787,350100,tagprice75_100,dc_rate0_25,sum_revenue25_50,17380.85106,avg_revenue0_25,폴리에스터 폴리에스터                ,99.64539007,14,0.04964539,1,기타,기타,기타,CN7MOP100,CARRIESNOTE
패턴 배색 벨티드 원피스 MQBAWO5090,패턴배색벨티드원피스,벨트  ,블랙 블랙 블루 레드           ,284,211600,12.61623239,211600,tagprice50_75,dc_rate25_50,sum_revenue0_25,745.0704225,avg_revenue0_25,폴리에스터 폴리에스터  폴리우레탄               ,99.64788732,1,0.003521127,1,기타,기타,기타,MQBAWO5090,MINIMUM
사선절개 핫픽스 장식 원피스 MRBGWO3810,사선절개핫픽스장식원피스,장식  ,멜란지그레이 핑크 멜란지그레이 핑크           ,283,24605000,11.48106007,259000,tagprice50_75,dc_rate25_50,sum_revenue50_75,86943.4629,avg_revenue50_75,폴리에스터                ,96.4664311,95,0.335689046,10,기타,기타,기타,MRBGWO3810,MINIMUM
앞단레이스원피스CN7MOP840,앞단레이스원피스,레이스  ,핑크 네이비 핑크 네이비           ,281,11940000,6.238434164,199000,tagprice50_75,dc_rate0_25,sum_revenue50_75,42491.1032,avg_revenue25_50,폴리에스터 폴리우레탄                ,97.5088968,60,0.213523132,7,기타,기타,기타,CN7MOP840LL,CARRIESNOTE
나팔 소매 니트원피스(SSKOPH21010),나팔소매니트원피스,니트  ,와인 핑크 와인 핑크           ,122,19669000,22.03213115,89000,tagprice0_25,dc_rate50_75,sum_revenue50_75,161221.3115,avg_revenue75_100,폴리에스터                ,80.32786885,221,1.81147541,8,steady,기타,기타,17SSKOPH21010,SHESMISS
플라워 저지원피스(SWOPH21080),플라워저지원피스,플라워  ,블루 핑크 블루            ,126,49599000,56.74246032,99000,tagprice0_25,dc_rate75_100,sum_revenue75_100,393642.8571,avg_revenue75_100,폴리우레탄                ,56.34920635,501,3.976190476,19,steady,spot,인기상품,17SWOPH21080,SHESMISS
카라 벨트 박시원피스(SWWOPH20050),카라벨트박시원피스,카라 벨트 오버사이즈,다크네이비 라이트카키 머스타드 라이트카키 다크네이비 머스타드 라이트카키        ,135,23556400,39.286,250600,tagprice50_75,dc_rate75_100,sum_revenue50_75,174491.8519,avg_revenue75_100,면 나일론  폴리우레탄  나일론  폴리우레탄             ,77.03703704,94,0.696296296,20,steady,spot,인기상품,SWWOPH20050,SHESMISS
러플 소매 플라워 원피스(SWWOPH20210),러플소매플라워원피스,플라워 러플 ,카키 네이비 카키            ,106,1112000,18.75179245,139000,tagprice25_50,dc_rate50_75,sum_revenue0_25,10490.56604,avg_revenue0_25,0,92.45283019,8,0.075471698,8,기타,기타,기타,17SWWOPH20210,SHESMISS
반팔 쉬폰 소매원피스(SWWOPH21050),반팔쉬폰소매원피스,쉬폰  ,블랙 블루 블랙            ,113,12996000,21.71513274,114000,tagprice0_25,dc_rate50_75,sum_revenue50_75,115008.8496,avg_revenue50_75,0,80.53097345,114,1.008849558,9,steady,기타,기타,17SWWOPH21050,SHESMISS
V넨 스트라이프 원피스(SWWOPH20180),넨스트라이프원피스,스트라이프  ,네이비              ,113,6624000,29.82230088,184000,tagprice50_75,dc_rate75_100,sum_revenue25_50,58619.46903,avg_revenue50_75,0,84.95575221,36,0.318584071,17,steady,기타,기타,17SWWOPH20180,SHESMISS
박시 헤지 원피스(SSMOPH20060),박시헤지원피스,오버사이즈  ,블루 라이트블루 블루            ,119,5785000,24.1294958,89000,tagprice0_25,dc_rate75_100,sum_revenue25_50,48613.44538,avg_revenue25_50,0,72.26890756,65,0.546218487,16,steady,기타,기타,17SSMOPH20060,SHESMISS
러플소매 벨트원피스(SWWOPH20010),러플소매벨트원피스,벨트 러플 ,핑크 블랙 핑크 블랙           ,58,134000,24.08431034,134000,tagprice25_50,dc_rate75_100,sum_revenue0_25,2310.344828,avg_revenue0_25,0,98.27586207,1,0.017241379,1,기타,기타,기타,17SWWOPH20010,SHESMISS
