SKU_NAME,unitem2,keyword,color,day_avg,sum_revenue,discount_avg,tag_price,tagprice_level,dc_rate_level,sum_revenue_level,avg_revenue,avg_revenue_level,material,rate_salezero,sum_salescount,avg_salescount,highavg_salescount,steady,spot,popitem,SKU_CODE,BRAND_NAME
체크셔링원피스JH5E0OP90,체크셔링원피스,체크  ,블랙 옐로우 블루 옐로우 블랙 엘로우 블루        ,263,33777000,21.45490494,139000,tagprice25_50,dc_rate50_75,sum_revenue75_100,128429.6578,avg_revenue50_75,폴리에스터 나일론  폴리우레탄  나일론  폴리우레탄             ,85.93155894,243,0.923954373,25,steady,spot,인기상품,JH5E0OP90,JIGOTT
나그랑소매 넥포인트 플레어원피스(LGOPHE9400),나그랑소매넥포인트플레어원피스,플레어 포인트 나그랑,블루 네이비 핑크            ,282,60502000,22.5541844,179000,tagprice25_50,dc_rate50_75,sum_revenue75_100,214546.0993,avg_revenue75_100,면 나일론  폴리우레탄               ,86.17021277,338,1.19858156,24,steady,spot,인기상품,LGOPHE9400,LYNN
허리 포인트 데일리 원피스(JH5E0OP30),허리포인트데일리원피스,포인트  ,퍼플 네이비 그린 네이비 퍼플 그린 그린 퍼플 네이비      ,141,32318000,33.22205674,143000,tagprice25_50,dc_rate75_100,sum_revenue75_100,229205.6738,avg_revenue75_100,폴리에스터 폴리에스터                ,71.63120567,226,1.602836879,17,steady,기타,기타,JH5E0OP30,JIGOTT
입술라인민소매원피스JH5E0OP30,입술라인민소매원피스,민소매  ,퍼플 네이비 그린 네이비 퍼플 그린 그린 퍼플 네이비      ,272,14729000,20.38893382,143000,tagprice25_50,dc_rate50_75,sum_revenue50_75,54150.73529,avg_revenue25_50,폴리에스터 폴리에스터                ,91.91176471,103,0.378676471,22,기타,spot,기타,JH5E0OP30,JIGOTT
앞트임 민소매원피스(LGOPHE8900),앞트임민소매원피스,트임 민소매 ,핑크 블랙 화이트            ,283,7992000,14.95551237,111000,tagprice0_25,dc_rate50_75,sum_revenue25_50,28240.28269,avg_revenue25_50,폴리에스터                ,97.17314488,72,0.254416961,8,기타,기타,기타,LGOPHE8900,LYNN
V넥플라워원피스(MA7BOP11C4),넥플라워원피스,플라워  ,블랙              ,283,4602000,7.493568905,39000,tagprice0_25,dc_rate0_25,sum_revenue25_50,16261.4841,avg_revenue0_25,0,93.99293286,118,0.416961131,17,기타,기타,기타,MA7BOP11C4,MARIECLAIRE
JH4E0OP32.날씬핏구김없는원피스,날씬핏구김없는원피스,기타  ,블루 블랙 블랙 블루 블랙 블루         ,283,14553000,18.43007067,99000,tagprice0_25,dc_rate50_75,sum_revenue50_75,51424.02827,avg_revenue25_50,폴리에스테르 폴리우레탄  폴리우레탄               ,87.63250883,147,0.519434629,35,기타,spot,기타,JH4E0OP32,JIGOTT
프린트저지원피스JH4E0OP32,프린트저지원피스,프린트  ,블루 블랙 블랙 블루 블랙 블루         ,278,10395000,17.11546763,99000,tagprice0_25,dc_rate50_75,sum_revenue50_75,37392.08633,avg_revenue25_50,폴리에스테르 폴리우레탄  폴리우레탄               ,88.84892086,105,0.377697842,31,기타,spot,기타,JH4E0OP32,JIGOTT
어깨펀칭 기본 원피스(JH5E0OP22),어깨펀칭기본원피스,기본  ,레드 네이비 네이비 레드 네이비 레드         ,283,13662000,14.43971731,99000,tagprice0_25,dc_rate25_50,sum_revenue50_75,48275.61837,avg_revenue25_50,레이온 면  마  폴리우레탄  면  마  폴리우레탄           ,93.28621908,138,0.487632509,19,기타,spot,기타,JH5E0OP22,JIGOTT
어깨캡소매원피스JH5E0OP22,어깨캡소매원피스,기타  ,레드 네이비 네이비 레드 네이비 레드         ,267,19602000,13.44981273,99000,tagprice0_25,dc_rate25_50,sum_revenue50_75,73415.73034,avg_revenue50_75,레이온 면  마  폴리우레탄  면  마  폴리우레탄           ,93.25842697,198,0.741573034,16,기타,기타,기타,JH5E0OP22,JIGOTT
벨트포인트 반팔원피스(JH6E0OP12),벨트포인트반팔원피스,벨트 포인트 ,베이지 카키 핑크 네이비 카키 카키 네이비 베이지 카키      ,284,17577000,19.17728873,189000,tagprice50_75,dc_rate50_75,sum_revenue50_75,61890.84507,avg_revenue50_75,면 나일론  폴리우레탄  나일론  폴리우레탄             ,96.47887324,93,0.327464789,10,기타,기타,기타,JH6E0OP12,JIGOTT
반팔 나그랑소매 롱기장원피스(LGOPHF9500),반팔나그랑소매롱기장원피스,나그랑 롱 ,네이비 멜란지그레이 블루            ,283,21306000,9.412862191,159000,tagprice25_50,dc_rate0_25,sum_revenue50_75,75286.21908,avg_revenue50_75,폴리에스터 폴리우레탄                ,97.87985866,134,0.473498233,6,기타,기타,기타,LGOPHF9500,LYNN
사랑스러운A라인원피스(JH5E0OP12),사랑스러운라인원피스,기타  ,핑크 네이비 네이비 핑크 핑크 네이비         ,284,33432000,21.73366197,199000,tagprice50_75,dc_rate50_75,sum_revenue75_100,117718.3099,avg_revenue50_75,폴리에스터 폴리에스터                ,92.25352113,168,0.591549296,22,기타,spot,기타,JH5E0OP12,JIGOTT
진주벨트A라인원피스JH5E0OP12,진주벨트라인원피스,벨트  ,핑크 네이비 네이비 핑크 핑크 네이비         ,256,11144000,19.72011719,199000,tagprice50_75,dc_rate50_75,sum_revenue50_75,43531.25,avg_revenue25_50,폴리에스터 폴리에스터                ,91.796875,56,0.21875,21,기타,기타,기타,JH5E0OP12,JIGOTT
나그랑 허리포인트 원피스(LGOPHE8600),나그랑허리포인트원피스,포인트 나그랑 ,네이비 핑크 블루            ,284,18444000,14.22179577,159000,tagprice25_50,dc_rate25_50,sum_revenue50_75,64943.66197,avg_revenue50_75,폴리에스터                ,97.88732394,116,0.408450704,6,기타,기타,기타,LGOPHE8600,LYNN
배색라인 포인트 원피스(LGOPHE8700),배색라인포인트원피스,포인트  ,네이비 멜란지그레이             ,283,26313000,15.22812721,179000,tagprice25_50,dc_rate50_75,sum_revenue75_100,92978.79859,avg_revenue50_75,폴리에스터 폴리우레탄                ,95.75971731,147,0.519434629,12,기타,기타,기타,LGOPHE8700,LYNN
반팔소매 포인트 원피스(LGOPHE8800),반팔소매포인트원피스,포인트  ,네이비 아이보리             ,283,23628000,10.78233216,179000,tagprice25_50,dc_rate25_50,sum_revenue50_75,83491.16608,avg_revenue50_75,폴리에스터                ,96.81978799,132,0.466431095,9,기타,기타,기타,LGOPHE8800,LYNN
TOP배색쉬폰 원피스(MA7BOP07M4),배색쉬폰원피스,쉬폰  ,블랙 베이지             ,282,8910000,12.74553191,99000,tagprice0_25,dc_rate25_50,sum_revenue25_50,31595.74468,avg_revenue25_50,0,97.87234043,90,0.319148936,6,기타,기타,기타,MA7BOP07M4,MARIECLAIRE
A라인 소매리본포인트원피스(LGOPHE9000),라인소매리본포인트원피스,리본 포인트 ,아이보리              ,284,13041000,10.99823944,189000,tagprice50_75,dc_rate25_50,sum_revenue50_75,45919.01408,avg_revenue25_50,폴리우레탄                ,98.5915493,69,0.242957746,4,기타,기타,기타,LGOPHE9000,LYNN
벨트 카라 원피스 (SSWOPH21090),벨트카라원피스,카라 벨트 ,다크네이비 카키 레드            ,223,10703000,15.54457399,194600,tagprice50_75,dc_rate50_75,sum_revenue50_75,47995.5157,avg_revenue25_50,면 나일론  폴리우레탄  폴리에스터              ,95.51569507,55,0.246636771,10,기타,기타,기타,SSWOPH21090,SHESMISS
캡소매  A라인 원피스(LGOPHF9900),캡소매라인원피스,기타  ,블랙 멜란지 그레이            ,283,29097000,15.04590106,159000,tagprice25_50,dc_rate50_75,sum_revenue75_100,102816.2544,avg_revenue50_75,폴리에스터 폴리우레탄                ,93.99293286,183,0.64664311,16,기타,기타,기타,LGOPHF9900,LYNN
플라워나염 플레어 원피스(MRBAWO3070),플라워나염플레어원피스,플라워 플레어 ,화이트 화이트             ,41,0,5,279000,tagprice75_100,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터                ,100,0,0,0,기타,기타,기타,MRBAWO3070,MINIMUM
플라워나염 A라인 플레어 원피스 MRBAWO3070,플라워나염라인플레어원피스,플라워 플레어 ,화이트 화이트             ,280,4743000,11.70042857,279000,tagprice75_100,dc_rate25_50,sum_revenue25_50,16939.28571,avg_revenue0_25,폴리에스터                ,97.5,17,0.060714286,7,기타,기타,기타,MRBAWO3070,MINIMUM
진주비딩 반팔원피스(MRBAWO3290),진주비딩반팔원피스,기타  ,블랙 블랙             ,41,0,5,199000,tagprice50_75,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터                ,100,0,0,0,기타,기타,기타,MRBAWO3290,MINIMUM
진주비딩 H라인 원피스 MRBAWO3290,진주비딩라인원피스,기타  ,블랙 블랙             ,283,19900000,18.29696113,199000,tagprice50_75,dc_rate50_75,sum_revenue50_75,70318.0212,avg_revenue50_75,폴리에스터                ,86.21908127,100,0.35335689,39,steady,spot,인기상품,MRBAWO3290,MINIMUM
쉬폰 펄배색 플레어 원피스(MRBAWO3020),쉬폰펄배색플레어원피스,플레어 쉬폰 ,네이비 그린 그린 네이비           ,40,0,5,299000,tagprice75_100,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터 면  레이온  아크릴  폴리에스터  폴리에스터  폴리에스터           ,100,0,0,0,기타,기타,기타,MRBAWO3020,MINIMUM
쉬폰 펄배색 원피스 MRBAWO3020,쉬폰펄배색원피스,쉬폰  ,네이비 그린 그린 네이비           ,283,41860000,20.82130742,299000,tagprice75_100,dc_rate50_75,sum_revenue75_100,147915.1943,avg_revenue75_100,폴리에스터 면  레이온  아크릴  폴리에스터  폴리에스터  폴리에스터           ,88.33922261,140,0.494699647,33,기타,spot,기타,MRBAWO3020,MINIMUM
프릴 원피스(MRBAWO4380),프릴원피스,프릴  ,아이보리 블랙 블랙 아이보리           ,41,0,5,299000,tagprice75_100,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터                ,100,0,0,0,기타,기타,기타,MRBAWO4380,MINIMUM
배색 슬림 원피스+벨트+목걸이 MRBAWO4380,배색슬림원피스벨트목걸이,벨트 슬림 ,아이보리 블랙 블랙 아이보리           ,283,25714000,11.99035336,299000,tagprice75_100,dc_rate25_50,sum_revenue75_100,90862.19081,avg_revenue50_75,폴리에스터                ,91.16607774,86,0.303886926,25,기타,spot,기타,MRBAWO4380,MINIMUM
나시원피스(LGOPHF9800),나시원피스,기타  ,블루 레드 블랙            ,282,21783000,11.12021277,159000,tagprice25_50,dc_rate25_50,sum_revenue50_75,77244.68085,avg_revenue50_75,폴리에스터                ,96.80851064,137,0.485815603,9,기타,기타,기타,LGOPHF9800,LYNN
소소 원피스 N172MSE012,소소원피스,기타  ,아이보리 네이비 카멜 네이비 아이보리 카멜 네이비        ,272,43359000,27.69316176,149000,tagprice25_50,dc_rate75_100,sum_revenue75_100,159408.0882,avg_revenue75_100,면 마  폴리에스터  폴리에스터  마  면            ,88.23529412,291,1.069852941,18,기타,기타,기타,N172MSE012,NICECLAUP
나그랑 원피스(J172XSE011),나그랑원피스,나그랑  ,믹스 믹스MX 믹스            ,283,28728000,19.88975265,189000,tagprice50_75,dc_rate50_75,sum_revenue75_100,101512.3675,avg_revenue50_75,폴리에스터 폴리에스터                ,89.75265018,152,0.537102473,29,기타,spot,기타,J172XSE011,MOJO.S.PHINE
J172XSE011나그랑원피스,나그랑원피스,나그랑  ,믹스 믹스MX 믹스            ,274,10962000,24.81416058,189000,tagprice50_75,dc_rate75_100,sum_revenue50_75,40007.29927,avg_revenue25_50,폴리에스터 폴리에스터                ,93.06569343,58,0.211678832,19,기타,기타,기타,J172XSE011,MOJO.S.PHINE
배색패턴 밸티드원피스(MRBAWO4350),배색패턴밸티드원피스,기타  ,오렌지 네이비 네이비 오렌지           ,41,0,5,279000,tagprice75_100,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터                ,100,0,0,0,기타,기타,기타,MRBAWO4350,MINIMUM
배색 패턴 벨티드 원피스 MRBAWO4350,배색패턴벨티드원피스,벨트  ,오렌지 네이비 네이비 오렌지           ,284,46593000,12.35528169,279000,tagprice75_100,dc_rate25_50,sum_revenue75_100,164059.8592,avg_revenue75_100,폴리에스터                ,92.6056338,167,0.588028169,21,기타,spot,기타,MRBAWO4350,MINIMUM
금박도트 투피스형원피스(MRBAWO4340),금박도트투피스형원피스,도트 투피스 ,블랙 블랙             ,41,0,5,279000,tagprice75_100,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,면 폴리에스터  폴리에스터  폴리에스터              ,100,0,0,0,기타,기타,기타,MRBAWO4340,MINIMUM
금박도트 투피스형 원피스+벨트 MRBAWO4340,금박도트투피스형원피스벨트,도트 벨트 투피스,블랙 블랙             ,283,26784000,12.54127208,279000,tagprice75_100,dc_rate25_50,sum_revenue75_100,94643.10954,avg_revenue50_75,면 폴리에스터  폴리에스터  폴리에스터              ,90.45936396,96,0.339222615,27,기타,spot,기타,MRBAWO4340,MINIMUM
솔리드 H라인 원피스(MRBAWO3350),솔리드라인원피스,기타  ,블랙 핑크베이지 블랙 핑크베이지           ,41,0,5,199000,tagprice50_75,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터                ,100,0,0,0,기타,기타,기타,MRBAWO3350,MINIMUM
솔리드 H라인 원피스+네크리스 MRBAWO3350,솔리드라인원피스네크리스,기타  ,블랙 핑크베이지 블랙 핑크베이지           ,269,19502000,17.81684015,199000,tagprice50_75,dc_rate50_75,sum_revenue50_75,72498.14126,avg_revenue50_75,폴리에스터                ,88.10408922,98,0.364312268,32,기타,spot,기타,MRBAWO3350,MINIMUM
플라워 나염 H라인 원피스(MRBAWO4020),플라워나염라인원피스,플라워  ,오렌지 그린 그린 오렌지           ,41,0,5,264000,tagprice75_100,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터                ,100,0,0,0,기타,기타,기타,MRBAWO4020,MINIMUM
플라워나염 H라인 원피스+벨트 MRBAWO4020,플라워나염라인원피스벨트,플라워 벨트 ,오렌지 그린 그린 오렌지           ,283,42768000,12.89127208,264000,tagprice75_100,dc_rate25_50,sum_revenue75_100,151123.6749,avg_revenue75_100,폴리에스터                ,89.0459364,162,0.572438163,25,기타,spot,기타,MRBAWO4020,MINIMUM
핫픽스장식 절개원피스(MRBAWO4210),핫픽스장식절개원피스,장식  ,블랙 블랙 퍼플            ,41,0,5,264000,tagprice75_100,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터 폴리우레탄  폴리에스터               ,100,0,0,0,기타,기타,기타,MRBAWO4210,MINIMUM
핫픽스장식 절개 원피스 MRBAWO4210,핫픽스장식절개원피스,장식  ,블랙 블랙 퍼플            ,284,5016000,13.00802817,264000,tagprice75_100,dc_rate25_50,sum_revenue25_50,17661.97183,avg_revenue0_25,폴리에스터 폴리우레탄  폴리에스터               ,97.53521127,19,0.066901408,7,기타,기타,기타,MRBAWO4210,MINIMUM
베리 원피스 (N172MSE014),베리원피스,기타  ,네이비 네이비             ,270,30719000,24.18740741,139000,tagprice25_50,dc_rate75_100,sum_revenue75_100,113774.0741,avg_revenue50_75,폴리에스터 폴리에스터  폴리에스터  폴리에스터              ,89.25925926,221,0.818518519,29,기타,spot,기타,N172MSE014,NICECLAUP
면플레어원피스(JH6E0OP19),면플레어원피스,플레어  ,그레이 그린 그레이 핑크           ,190,12814000,17.02878947,149000,tagprice25_50,dc_rate50_75,sum_revenue50_75,67442.10526,avg_revenue50_75,나일론 폴리우레탄                ,95.78947368,86,0.452631579,8,기타,기타,기타,JH6E0OP19,JIGOTT
A라인민소매원피스JH6E0OP19,라인민소매원피스,민소매  ,그레이 그린 그레이 핑크           ,263,36654000,19.90874525,149000,tagprice25_50,dc_rate50_75,sum_revenue75_100,139368.8213,avg_revenue75_100,나일론 폴리우레탄                ,92.7756654,246,0.935361217,16,기타,기타,기타,JH6E0OP19,JIGOTT
쉬폰 랩스타일 미니 원피스(JH6E0OP18),쉬폰랩스타일미니원피스,랩 쉬폰 미니,네이비 아이보리 네이비 아이보리 네이비 아이보리         ,282,16038000,12.77968085,99000,tagprice0_25,dc_rate25_50,sum_revenue50_75,56872.34043,avg_revenue50_75,폴리에스터                ,93.26241135,162,0.574468085,19,기타,spot,기타,JH6E0OP18,JIGOTT
쉬폰랩스타일프린트원피스JH6E0OP18,쉬폰랩스타일프린트원피스,프린트 랩 쉬폰,네이비 아이보리 네이비 아이보리 네이비 아이보리         ,271,48213000,12.73649446,99000,tagprice0_25,dc_rate25_50,sum_revenue75_100,177907.7491,avg_revenue75_100,폴리에스터                ,89.66789668,487,1.79704797,22,기타,spot,기타,JH6E0OP18,JIGOTT
시원한원단의 랩스타일 패턴 원피스(JH6E0OP41),시원한원단의랩스타일패턴원피스,랩  ,블루 핑크             ,283,20889000,17.95812721,99000,tagprice0_25,dc_rate50_75,sum_revenue50_75,73812.72085,avg_revenue50_75,폴리에스터                ,85.86572438,211,0.745583039,40,steady,spot,인기상품,JH6E0OP41,JIGOTT
셔츠카라랩스타일패턴원피스JH6E0OP41,셔츠카라랩스타일패턴원피스,카라 랩 셔츠,블루 핑크             ,263,7425000,16.30680608,99000,tagprice0_25,dc_rate50_75,sum_revenue25_50,28231.93916,avg_revenue25_50,폴리에스터                ,89.35361217,75,0.285171103,28,기타,spot,기타,JH6E0OP41,JIGOTT
크리즈 체크 OP,크리즈체크,체크  ,레드 네이비             ,264,22912000,16.40189394,179000,tagprice25_50,dc_rate50_75,sum_revenue50_75,86787.87879,avg_revenue50_75,면 폴리에스터                ,94.6969697,128,0.484848485,14,기타,기타,기타,B7M3O608,BCBG
아이스러플원피스(MA7BOP02S5),아이스러플원피스,러플  ,블랙 베이지             ,277,25833600,16.77400722,62100,tagprice0_25,dc_rate50_75,sum_revenue75_100,93262.09386,avg_revenue50_75,0,82.67148014,416,1.501805054,26,steady,spot,인기상품,MA7BOP02S5,MARIECLAIRE
아이스핀턱원피스(MA7BOP01S5),아이스핀턱원피스,기타  ,베이지 블랙             ,280,15276600,14.13096429,62100,tagprice0_25,dc_rate25_50,sum_revenue50_75,54559.28571,avg_revenue25_50,0,89.28571429,246,0.878571429,29,기타,spot,기타,MA7BOP01S5,MARIECLAIRE
반팔소매 허리벨트 포인트원피스(LGOPHF9600),반팔소매허리벨트포인트원피스,벨트 포인트 ,그레이 블루 네이비            ,283,22866000,15.84540636,111000,tagprice0_25,dc_rate50_75,sum_revenue50_75,80798.58657,avg_revenue50_75,폴리에스터 폴리우레탄  폴리에스터  폴리우레탄              ,91.16607774,206,0.727915194,25,기타,spot,기타,LGOPHF9600,LYNN
라운드넥 소매포인트원피스(LGOPHF9400),라운드넥소매포인트원피스,포인트  ,멜란지그레이 네이비             ,283,27040000,13.26067138,169000,tagprice25_50,dc_rate25_50,sum_revenue75_100,95547.70318,avg_revenue50_75,폴리에스터 폴리우레탄                ,96.1130742,160,0.565371025,11,기타,기타,기타,LGOPHF9400,LYNN
지퍼장식OP(MA7BOP03M5),지퍼장식,장식  ,다크네이비 흰색             ,258,12117600,11.71406977,118800,tagprice25_50,dc_rate25_50,sum_revenue50_75,46967.44186,avg_revenue25_50,0,96.89922481,102,0.395348837,8,기타,기타,기타,MA7BOP03M5,MARIECLAIRE
크리스샤틴OP(MA7BOP05M5),크리스샤틴,기타  ,라이트핑크 민트             ,282,6608000,11.55613475,59000,tagprice0_25,dc_rate25_50,sum_revenue25_50,23432.62411,avg_revenue25_50,0,96.45390071,112,0.397163121,10,기타,기타,기타,MA7BOP05M5,MARIECLAIRE
브이넥프릴벨트원피스(MRBOWO5970PK),브이넥프릴벨트원피스,벨트 프릴 ,핑크 네이비 핑크            ,162,5191000,1.543209877,179000,tagprice25_50,dc_rate0_25,sum_revenue25_50,32043.20988,avg_revenue25_50,폴리에스터                ,99.38271605,29,0.179012346,1,기타,기타,기타,MRBOWO5970,MINIMUM
플라워 로맨틱 원피스 MRBOWO5970,플라워로맨틱원피스,플라워  ,핑크 네이비 핑크            ,255,18467200,17.30219608,159200,tagprice25_50,dc_rate50_75,sum_revenue50_75,72420.39216,avg_revenue50_75,폴리에스터                ,90.19607843,116,0.454901961,25,기타,spot,기타,MRBOWO5970,MINIMUM
린넨벨트원피스 BH6E0OP61,린넨벨트원피스,벨트 린넨 ,그린 네이비 그린            ,104,0,5.238461538,179000,tagprice25_50,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,레이온 폴리에스터  폴리에스터               ,100,0,0,0,기타,기타,기타,BH6E0OP61,IZZATBABA
비올라 프린트OP(B7M5O637),비올라프린트,프린트  ,핑크 블루             ,180,62730000,28.76261111,369000,tagprice75_100,dc_rate75_100,sum_revenue75_100,348500,avg_revenue75_100,마 레이온  폴리에스터               ,95,170,0.944444444,9,기타,기타,기타,B7M5O637,BCBG
나시플레어원피스(LGOPHG9900),나시플레어원피스,플레어  ,그린 네이비             ,283,24327000,12.44257951,159000,tagprice25_50,dc_rate25_50,sum_revenue50_75,85961.13074,avg_revenue50_75,폴리에스터                ,94.69964664,153,0.540636042,15,기타,기타,기타,LGOPHG9900,LYNN
도발 원피스 N172MSE020,도발원피스,기타  ,네이비              ,161,16679600,16.32919255,181300,tagprice50_75,dc_rate50_75,sum_revenue50_75,103600,avg_revenue50_75,폴리에스터                ,95.65217391,92,0.571428571,7,기타,기타,기타,N172MSE020,NICECLAUP
그립 원피스 (N172MSE021),그립원피스,기타  ,블루 레드 블루 레드 블루 레드         ,272,24734000,27.65121324,149000,tagprice25_50,dc_rate75_100,sum_revenue50_75,90933.82353,avg_revenue50_75,면 면                ,95.58823529,166,0.610294118,12,기타,기타,기타,N172MSE021,NICECLAUP
리본슬리브셔츠카라op(MA6BOP29E),리본슬리브셔츠카라,카라 리본 셔츠,오렌지              ,281,2370000,5.912811388,79000,tagprice0_25,dc_rate0_25,sum_revenue0_25,8434.163701,avg_revenue0_25,0,99.64412811,30,0.106761566,1,기타,기타,기타,MA6BOP29E,MARIECLAIRE
그녀의  원피스 N172MSE018,그녀의원피스,기타  ,네이비              ,157,16445000,16.49044586,149500,tagprice25_50,dc_rate50_75,sum_revenue50_75,104745.2229,avg_revenue50_75,폴리에스터                ,95.54140127,110,0.700636943,7,기타,기타,기타,N172MSE018,NICECLAUP
루즈핏원피스 (CN7FOP800),루즈핏원피스,루즈핏  ,그린  그레이            ,284,10348000,9.310035211,159200,tagprice25_50,dc_rate0_25,sum_revenue50_75,36436.61972,avg_revenue25_50,폴리에스터                ,98.23943662,65,0.228873239,5,기타,기타,기타,CN7FOP800,CARRIESNOTE
설렘 원피스 (N172XSE002),설렘원피스,기타  ,핑크 네이비 블루 핑크 네이비 블루         ,159,25854000,17.0491195,139000,tagprice25_50,dc_rate50_75,sum_revenue75_100,162603.7736,avg_revenue75_100,폴리에스터 폴리에스터                ,95.59748428,186,1.169811321,7,기타,기타,기타,N172XSE002,NICECLAUP
나그랑기본원피스(LGOPHF9501),나그랑기본원피스,기본 나그랑 ,그레이 네이비             ,283,13689000,10.94452297,169000,tagprice25_50,dc_rate25_50,sum_revenue50_75,48371.02473,avg_revenue25_50,폴리에스터                ,97.17314488,81,0.286219081,8,기타,기타,기타,LGOPHF9501,LYNN
가오리핏 셔링 원피스(SSWOPH21160),가오리핏셔링원피스,가오리  ,핑크 블루 다크네이비 그린           ,244,78804000,21.74594262,99000,tagprice0_25,dc_rate50_75,sum_revenue75_100,322967.2131,avg_revenue75_100,폴리우레탄                ,72.54098361,796,3.262295082,29,steady,spot,인기상품,SSWOPH21160,SHESMISS
셔츠형벨트원피스,셔츠형벨트원피스,벨트 셔츠 ,네이비 베이지 네이비 베이지 베이지 네이비         ,282,21546000,21.34751773,189000,tagprice50_75,dc_rate50_75,sum_revenue50_75,76404.25532,avg_revenue50_75,나일론 폴리우레탄  나일론  폴리우레탄              ,95.74468085,114,0.404255319,12,기타,기타,기타,JH7E0OP72,JIGOTT
나그랑소매카라원피스JH7E0OP72,나그랑소매카라원피스,카라 나그랑 ,네이비 베이지 네이비 베이지 베이지 네이비         ,284,10206000,18.28003521,189000,tagprice50_75,dc_rate50_75,sum_revenue50_75,35936.61972,avg_revenue25_50,나일론 폴리우레탄  나일론  폴리우레탄              ,94.36619718,54,0.190140845,16,기타,기타,기타,JH7E0OP72,JIGOTT
그리미 원피스 (N172MSE029),그리미원피스,기타  ,네이비 네이비             ,156,19966000,15.51153846,149000,tagprice25_50,dc_rate50_75,sum_revenue50_75,127987.1795,avg_revenue50_75,폴리에스터                ,95.51282051,134,0.858974359,7,기타,기타,기타,N172MSE029,NICECLAUP
체리 원피스 (N172MSE023),체리원피스,기타  ,오렌지 와인 오렌지 와인           ,153,20264000,15.6254902,149000,tagprice25_50,dc_rate50_75,sum_revenue50_75,132444.4444,avg_revenue50_75,폴리에스터                ,96.07843137,136,0.888888889,6,기타,기타,기타,N172MSE023,NICECLAUP
소녀의 원피스 (N172MSE106),소녀의원피스,기타  ,옐로우 레드 옐로우 레드           ,156,9964500,15.62179487,109500,tagprice0_25,dc_rate50_75,sum_revenue50_75,63875,avg_revenue50_75,면 마  폴리에스터               ,94.87179487,91,0.583333333,6,기타,기타,기타,N172MSE106,NICECLAUP
셔츠 스트라이프원피스(LGOPHG9700),셔츠스트라이프원피스,스트라이프 셔츠 ,네이비              ,283,10382000,10.6869258,179000,tagprice25_50,dc_rate25_50,sum_revenue50_75,36685.51237,avg_revenue25_50,폴리에스터                ,97.87985866,58,0.204946996,6,기타,기타,기타,LGOPHG9700,LYNN
카라 벨티드 원피스 (SWWOPH20070),카라벨티드원피스,카라 벨트 ,네이비 브라운             ,281,10197000,11.50067616,99000,tagprice0_25,dc_rate25_50,sum_revenue50_75,36288.25623,avg_revenue25_50,면 폴리우레탄  면               ,95.72953737,103,0.366548043,12,기타,기타,기타,SWWOPH20070,SHESMISS
미니멈 비즈 수술장식 원피스( MRBAWO3490),미니멈비즈수술장식원피스,장식 미니 ,블랙 블랙             ,41,0,5,219000,tagprice50_75,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터 폴리우레탄  폴리에스터  폴리에스터              ,100,0,0,0,기타,기타,기타,MRBAWO3490,MINIMUM
비즈 수술장식 원피스 MRBAWO3490,비즈수술장식원피스,장식  ,블랙 블랙             ,258,7227000,14.38604651,219000,tagprice50_75,dc_rate25_50,sum_revenue25_50,28011.62791,avg_revenue25_50,폴리에스터 폴리우레탄  폴리에스터  폴리에스터              ,94.57364341,33,0.127906977,14,기타,기타,기타,MRBAWO3490,MINIMUM
미니멈 집업형 로맨틱 원피스( MRBAWO4060),미니멈집업형로맨틱원피스,미니  ,크림 블랙 크림            ,41,0,5,219000,tagprice50_75,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터                ,100,0,0,0,기타,기타,기타,MRBAWO4060,MINIMUM
집업형 로맨틱 원피스 MRBAWO4060,집업형로맨틱원피스,기타  ,크림 블랙 크림            ,244,7446000,13.92991803,219000,tagprice50_75,dc_rate25_50,sum_revenue25_50,30516.39344,avg_revenue25_50,폴리에스터                ,91.39344262,34,0.139344262,21,기타,기타,기타,MRBAWO4060,MINIMUM
미니멈 플라워 비즈 원피스( MRBAWO4330),미니멈플라워비즈원피스,플라워 미니 ,민트 네이비 민트 네이비           ,41,0,5,259000,tagprice50_75,dc_rate0_25,sum_revenue0_25,0,avg_revenue0_25,폴리에스터                ,100,0,0,0,기타,기타,기타,MRBAWO4330,MINIMUM
플라워 비즈 원피스 MRBAWO4330,플라워비즈원피스,플라워  ,민트 네이비 민트 네이비           ,268,41699000,15.30544776,259000,tagprice50_75,dc_rate50_75,sum_revenue75_100,155593.2836,avg_revenue75_100,폴리에스터                ,86.94029851,161,0.600746269,26,기타,spot,기타,MRBAWO4330,MINIMUM
